,ticker,exchange,name,sector,industry
1087,FFIN,NASDAQ,"FIRST FINANCIAL BANKSHARES, INC.",FINANCE,MAJOR BANKS
1088,THFF,NASDAQ,FIRST FINANCIAL CORPORATION INDIANA,FINANCE,MAJOR BANKS
1089,FFNW,NASDAQ,"FIRST FINANCIAL NORTHWEST, INC.",FINANCE,MAJOR BANKS
1090,FFWM,NASDAQ,FIRST FOUNDATION INC.,FINANCE,MAJOR BANKS
1091,FGBI,NASDAQ,"FIRST GUARANTY BANCSHARES, INC.",FINANCE,SAVINGS INSTITUTIONS
1092,FHB,NASDAQ,"FIRST HAWAIIAN, INC.",FINANCE,MAJOR BANKS
1093,INBK,NASDAQ,FIRST INTERNET BANCORP,FINANCE,MAJOR BANKS
1094,INBKL,NASDAQ,FIRST INTERNET BANCORP,FINANCE,MAJOR BANKS
1095,FIBK,NASDAQ,"FIRST INTERSTATE BANCSYSTEM, INC.",FINANCE,MAJOR BANKS
1096,FRME,NASDAQ,FIRST MERCHANTS CORPORATION,FINANCE,MAJOR BANKS
1097,FMBH,NASDAQ,"FIRST MID-ILLINOIS BANCSHARES, INC.",FINANCE,MAJOR BANKS
1098,FMBI,NASDAQ,"FIRST MIDWEST BANCORP, INC.",FINANCE,MAJOR BANKS
1099,FNWB,NASDAQ,FIRST NORTHWEST BANCORP,FINANCE,BANKS
1100,FSFG,NASDAQ,"FIRST SAVINGS FINANCIAL GROUP, INC.",FINANCE,SAVINGS INSTITUTIONS
1196,FUNC,NASDAQ,FIRST UNITED CORPORATION,FINANCE,MAJOR BANKS
1197,FUSB,NASDAQ,"FIRST US BANCSHARES, INC.",FINANCE,MAJOR BANKS
1199,FSV,NASDAQ,FIRSTSERVICE CORPORATION,FINANCE,REAL ESTATE
1220,FFIC,NASDAQ,FLUSHING FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
1221,FNBG,NASDAQ,FNB BANCORP,FINANCE,MAJOR BANKS
1222,FNCB,NASDAQ,FNCB BANCORP INC.,FINANCE,MAJOR BANKS
1249,FRPH,NASDAQ,"FRP HOLDINGS, INC.",FINANCE,REAL ESTATE
1250,FSBW,NASDAQ,"FS BANCORP, INC.",FINANCE,BANKS
1251,FSBC,NASDAQ,"FSB BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
1258,FULT,NASDAQ,FULTON FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
1293,GABC,NASDAQ,"GERMAN AMERICAN BANCORP, INC.",FINANCE,MAJOR BANKS
1301,GBCI,NASDAQ,"GLACIER BANCORP, INC.",FINANCE,MAJOR BANKS
1314,GLBZ,NASDAQ,GLEN BURNIE BANCORP,FINANCE,MAJOR BANKS
1317,GBLI,NASDAQ,GLOBAL INDEMNITY LIMITED,FINANCE,PROPERTY-CASUALTY INSURERS
1318,GBLIL,NASDAQ,GLOBAL INDEMNITY LIMITED,FINANCE,PROPERTY-CASUALTY INSURERS
1319,GBLIZ,NASDAQ,GLOBAL INDEMNITY LIMITED,FINANCE,PROPERTY-CASUALTY INSURERS
1344,DNJR,NASDAQ,GOLDEN BULL LIMITED,FINANCE,FINANCE: CONSUMER SERVICES
1349,GSHD,NASDAQ,"GOOSEHEAD INSURANCE, INC.",FINANCE,SPECIALTY INSURERS
1351,GPAQ,NASDAQ,GORDON POINTE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1352,GPAQU,NASDAQ,GORDON POINTE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1353,GPAQW,NASDAQ,GORDON POINTE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1354,GSHT,NASDAQ,"GORES HOLDINGS II, INC.",FINANCE,BUSINESS SERVICES
1355,GSHTU,NASDAQ,"GORES HOLDINGS II, INC.",FINANCE,BUSINESS SERVICES
1356,GSHTW,NASDAQ,"GORES HOLDINGS II, INC.",FINANCE,BUSINESS SERVICES
1357,GOV,NASDAQ,GOVERNMENT PROPERTIES INCOME TRUST,FINANCE,REAL ESTATE
1358,GOVNI,NASDAQ,GOVERNMENT PROPERTIES INCOME TRUST,FINANCE,REAL ESTATE
1366,GSBC,NASDAQ,"GREAT SOUTHERN BANCORP, INC.",FINANCE,MAJOR BANKS
1367,GNBC,NASDAQ,"GREEN BANCORP, INC.",FINANCE,MAJOR BANKS
1371,GCBC,NASDAQ,"GREENE COUNTY BANCORP, INC.",FINANCE,BANKS
1372,GLRE,NASDAQ,"GREENLIGHT REINSURANCE, LTD.",FINANCE,PROPERTY-CASUALTY INSURERS
1374,GRIF,NASDAQ,"GRIFFIN INDUSTRIAL REALTY, INC.",FINANCE,REAL ESTATE
1378,GGAL,NASDAQ,GRUPO FINANCIERO GALICIA S.A.,FINANCE,COMMERCIAL BANKS
1383,GTYH,NASDAQ,"GTY TECHNOLOGY HOLDINGS, INC.",FINANCE,BUSINESS SERVICES
1384,GTYHU,NASDAQ,"GTY TECHNOLOGY HOLDINGS, INC.",FINANCE,BUSINESS SERVICES
1385,GTYHW,NASDAQ,"GTY TECHNOLOGY HOLDINGS, INC.",FINANCE,BUSINESS SERVICES
1386,GBNK,NASDAQ,GUARANTY BANCORP,FINANCE,MAJOR BANKS
1387,GNTY,NASDAQ,"GUARANTY BANCSHARES, INC.",FINANCE,MAJOR BANKS
1388,GFED,NASDAQ,"GUARANTY FEDERAL BANCSHARES, INC.",FINANCE,MAJOR BANKS
1393,GWGH,NASDAQ,"GWG HOLDINGS, INC",FINANCE,LIFE INSURANCE
1398,HALL,NASDAQ,"HALLMARK FINANCIAL SERVICES, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
1400,HBK,NASDAQ,"HAMILTON BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
1401,HLNE,NASDAQ,HAMILTON LANE INCORPORATED,FINANCE,INVESTMENT MANAGERS
1402,HBHC,NASDAQ,HANCOCK HOLDING COMPANY,FINANCE,MAJOR BANKS
1403,HBHCL,NASDAQ,HANCOCK HOLDING COMPANY,FINANCE,MAJOR BANKS
1404,HAFC,NASDAQ,HANMI FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
1406,HONE,NASDAQ,"HARBORONE BANCORP, INC.",FINANCE,MAJOR BANKS
1417,HWBK,NASDAQ,"HAWTHORN BANCSHARES, INC.",FINANCE,MAJOR BANKS
1418,HYAC,NASDAQ,HAYMAKER ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1419,HYACU,NASDAQ,HAYMAKER ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1420,HYACW,NASDAQ,HAYMAKER ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1423,HIIQ,NASDAQ,"HEALTH INSURANCE INNOVATIONS, INC.",FINANCE,SPECIALTY INSURERS
1428,HTLF,NASDAQ,"HEARTLAND FINANCIAL USA, INC.",FINANCE,MAJOR BANKS
1436,HNNA,NASDAQ,"HENNESSY ADVISORS, INC.",FINANCE,INVESTMENT MANAGERS
1438,HTBK,NASDAQ,HERITAGE COMMERCE CORP,FINANCE,MAJOR BANKS
1439,HFWA,NASDAQ,HERITAGE FINANCIAL CORPORATION,FINANCE,BANKS
1444,HX,NASDAQ,HEXINDAI INC.,FINANCE,FINANCE: CONSUMER SERVICES
1452,HMNF,NASDAQ,"HMN FINANCIAL, INC.",FINANCE,SAVINGS INSTITUTIONS
1456,HBCP,NASDAQ,"HOME BANCORP, INC.",FINANCE,BANKS
1457,HOMB,NASDAQ,"HOME BANCSHARES, INC.",FINANCE,MAJOR BANKS
1458,HFBL,NASDAQ,"HOME FEDERAL BANCORP, INC. OF LOUISIANA",FINANCE,SAVINGS INSTITUTIONS
1459,HMST,NASDAQ,"HOMESTREET, INC.",FINANCE,MAJOR BANKS
1460,HMTA,NASDAQ,HOMETOWN BANKSHARES CORPORATION,FINANCE,MAJOR BANKS
1461,HTBI,NASDAQ,"HOMETRUST BANCSHARES, INC.",FINANCE,SAVINGS INSTITUTIONS
1464,HOPE,NASDAQ,"HOPE BANCORP, INC.",FINANCE,MAJOR BANKS
1465,HFBC,NASDAQ,"HOPFED BANCORP, INC.",FINANCE,MAJOR BANKS
1466,HBNC,NASDAQ,"HORIZON BANCORP, INC.",FINANCE,MAJOR BANKS
1478,HBMD,NASDAQ,"HOWARD BANCORP, INC.",FINANCE,MAJOR BANKS
1486,HBAN,NASDAQ,HUNTINGTON BANCSHARES INCORPORATED,FINANCE,MAJOR BANKS
1487,HBANN,NASDAQ,HUNTINGTON BANCSHARES INCORPORATED,FINANCE,MAJOR BANKS
1488,HBANO,NASDAQ,HUNTINGTON BANCSHARES INCORPORATED,FINANCE,MAJOR BANKS
1493,HVBC,NASDAQ,"HV BANCORP, INC.",FINANCE,MAJOR BANKS
1497,IAM,NASDAQ,I-AM CAPITAL ACQUISITION COMPANY,FINANCE,BUSINESS SERVICES
1498,IAMXR,NASDAQ,I-AM CAPITAL ACQUISITION COMPANY,FINANCE,BUSINESS SERVICES
1499,IAMXW,NASDAQ,I-AM CAPITAL ACQUISITION COMPANY,FINANCE,BUSINESS SERVICES
1500,IBKC,NASDAQ,IBERIABANK CORPORATION,FINANCE,MAJOR BANKS
1501,IBKCO,NASDAQ,IBERIABANK CORPORATION,FINANCE,MAJOR BANKS
1502,IBKCP,NASDAQ,IBERIABANK CORPORATION,FINANCE,MAJOR BANKS
1505,ICCH,NASDAQ,"ICC HOLDINGS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
1517,IROQ,NASDAQ,"IF BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
1523,ILG,NASDAQ,"ILG, INC",FINANCE,REAL ESTATE
1539,INDB,NASDAQ,INDEPENDENT BANK CORP.,FINANCE,MAJOR BANKS
1540,IBCP,NASDAQ,INDEPENDENT BANK CORPORATION,FINANCE,MAJOR BANKS
1541,IBTX,NASDAQ,"INDEPENDENT BANK GROUP, INC",FINANCE,MAJOR BANKS
1542,INDU,NASDAQ,INDUSTREA ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1543,INDUU,NASDAQ,INDUSTREA ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1544,INDUW,NASDAQ,INDUSTREA ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1549,IPCC,NASDAQ,INFINITY PROPERTY AND CASUALTY CORPORATION,FINANCE,PROPERTY-CASUALTY INSURERS
1553,IEA,NASDAQ,"INFRASTRUCTURE AND ENERGY ALTERNATIVES, INC.",FINANCE,BUSINESS SERVICES
1554,IEAWW,NASDAQ,"INFRASTRUCTURE AND ENERGY ALTERNATIVES, INC.",FINANCE,BUSINESS SERVICES
1583,IBKR,NASDAQ,"INTERACTIVE BROKERS GROUP, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
1590,IBOC,NASDAQ,INTERNATIONAL BANCSHARES CORPORATION,FINANCE,MAJOR BANKS
1598,INTL,NASDAQ,INTL FCSTONE INC.,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
1603,ISTR,NASDAQ,INVESTAR HOLDING CORPORATION,FINANCE,MAJOR BANKS
1604,ISBC,NASDAQ,"INVESTORS BANCORP, INC.",FINANCE,MAJOR BANKS
1605,ITIC,NASDAQ,INVESTORS TITLE COMPANY,FINANCE,SPECIALTY INSURERS
1701,JXSB,NASDAQ,JACKSONVILLE BANCORP INC.,FINANCE,SAVINGS INSTITUTIONS
1705,JRVR,NASDAQ,"JAMES RIVER GROUP HOLDINGS, LTD.",FINANCE,PROPERTY-CASUALTY INSURERS
1719,JTPY,NASDAQ,JETPAY CORPORATION,FINANCE,BUSINESS SERVICES
1733,KAAC,NASDAQ,KAYNE ANDERSON ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1734,KAACU,NASDAQ,KAYNE ANDERSON ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1735,KAACW,NASDAQ,KAYNE ANDERSON ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1737,KBLM,NASDAQ,KBL MERGER CORP. IV,FINANCE,BUSINESS SERVICES
1738,KBLMR,NASDAQ,KBL MERGER CORP. IV,FINANCE,BUSINESS SERVICES
1739,KBLMU,NASDAQ,KBL MERGER CORP. IV,FINANCE,BUSINESS SERVICES
1740,KBLMW,NASDAQ,KBL MERGER CORP. IV,FINANCE,BUSINESS SERVICES
1744,KRNY,NASDAQ,KEARNY FINANCIAL,FINANCE,SAVINGS INSTITUTIONS
1748,KFFB,NASDAQ,KENTUCKY FIRST FEDERAL BANCORP,FINANCE,SAVINGS INSTITUTIONS
1757,KINS,NASDAQ,"KINGSTONE COMPANIES, INC",FINANCE,PROPERTY-CASUALTY INSURERS
1759,KNSL,NASDAQ,"KINSALE CAPITAL GROUP, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
1777,LSBK,NASDAQ,"LAKE SHORE BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
1778,LBAI,NASDAQ,"LAKELAND BANCORP, INC.",FINANCE,MAJOR BANKS
1779,LKFN,NASDAQ,LAKELAND FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
1784,LCA,NASDAQ,"LANDCADIA HOLDINGS, INC.",FINANCE,BUSINESS SERVICES
1785,LCAHU,NASDAQ,"LANDCADIA HOLDINGS, INC.",FINANCE,BUSINESS SERVICES
1786,LCAHW,NASDAQ,"LANDCADIA HOLDINGS, INC.",FINANCE,BUSINESS SERVICES
1788,LARK,NASDAQ,LANDMARK BANCORP INC.,FINANCE,MAJOR BANKS
1802,LCNB,NASDAQ,LCNB CORPORATION,FINANCE,MAJOR BANKS
1808,LTXB,NASDAQ,"LEGACYTEXAS FINANCIAL GROUP, INC.",FINANCE,SAVINGS INSTITUTIONS
1815,LACQ,NASDAQ,LEISURE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1816,LACQU,NASDAQ,LEISURE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1817,LACQW,NASDAQ,LEISURE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1819,TREE,NASDAQ,"LENDINGTREE, INC.",FINANCE,FINANCE: CONSUMER SERVICES
1820,LEVL,NASDAQ,"LEVEL ONE BANCORP, INC.",FINANCE,MAJOR BANKS
1822,LX,NASDAQ,LEXINFINTECH HOLDINGS LTD.,FINANCE,FINANCE: CONSUMER SERVICES
1865,LOB,NASDAQ,"LIVE OAK BANCSHARES, INC.",FINANCE,MAJOR BANKS
1866,LIVE,NASDAQ,LIVE VENTURES INCORPORATED,FINANCE,FINANCE/INVESTORS SERVICES
1870,LMFA,NASDAQ,"LM FUNDING AMERICA, INC.",FINANCE,FINANCE: CONSUMER SERVICES
1871,LMFAW,NASDAQ,"LM FUNDING AMERICA, INC.",FINANCE,FINANCE: CONSUMER SERVICES
1880,LPLA,NASDAQ,LPL FINANCIAL HOLDINGS INC.,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
1887,LBC,NASDAQ,LUTHER BURBANK CORPORATION,FINANCE,MAJOR BANKS
1888,MBTF,NASDAQ,M B T FINANCIAL CORP,FINANCE,MAJOR BANKS
1889,MACQ,NASDAQ,"M I ACQUISITIONS, INC.",FINANCE,BUSINESS SERVICES
1891,MACQW,NASDAQ,"M I ACQUISITIONS, INC.",FINANCE,BUSINESS SERVICES
1893,MCBC,NASDAQ,MACATAWA BANK CORPORATION,FINANCE,MAJOR BANKS
1894,MFNC,NASDAQ,MACKINAC FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
1903,MGYR,NASDAQ,"MAGYAR BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
1904,MHLD,NASDAQ,"MAIDEN HOLDINGS, LTD.",FINANCE,PROPERTY-CASUALTY INSURERS
1907,MLVF,NASDAQ,"MALVERN BANCORP, INC.",FINANCE,BANKS
1921,MKTX,NASDAQ,"MARKETAXESS HOLDINGS, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
1922,MRLN,NASDAQ,MARLIN BUSINESS SERVICES CORP.,FINANCE,MAJOR BANKS
1931,MPAC,NASDAQ,MATLIN & PARTNERS ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
1932,MPACU,NASDAQ,MATLIN & PARTNERS ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
1933,MPACW,NASDAQ,MATLIN & PARTNERS ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
1941,MBFI,NASDAQ,MB FINANCIAL INC.,FINANCE,MAJOR BANKS
1942,MBFIO,NASDAQ,MB FINANCIAL INC.,FINANCE,MAJOR BANKS
1946,MFIN,NASDAQ,MEDALLION FINANCIAL CORP.,FINANCE,FINANCE: CONSUMER SERVICES
1947,MFINL,NASDAQ,MEDALLION FINANCIAL CORP.,FINANCE,FINANCE: CONSUMER SERVICES
1959,MELR,NASDAQ,"MELROSE BANCORP, INC.",FINANCE,MAJOR BANKS
1963,MBWM,NASDAQ,MERCANTILE BANK CORPORATION,FINANCE,MAJOR BANKS
1965,MBIN,NASDAQ,MERCHANTS BANCORP,FINANCE,MAJOR BANKS
1967,EBSB,NASDAQ,"MERIDIAN BANCORP, INC.",FINANCE,MAJOR BANKS
1976,CASH,NASDAQ,"META FINANCIAL GROUP, INC.",FINANCE,SAVINGS INSTITUTIONS
1988,MPB,NASDAQ,MID PENN BANCORP,FINANCE,MAJOR BANKS
1991,MBCN,NASDAQ,MIDDLEFIELD BANC CORP.,FINANCE,MAJOR BANKS
1993,MSBI,NASDAQ,"MIDLAND STATES BANCORP, INC.",FINANCE,MAJOR BANKS
1994,MOFG,NASDAQ,"MIDWESTONE FINANCIAL GROUP, INC.",FINANCE,MAJOR BANKS
2008,MMAC,NASDAQ,"MMA CAPITAL MANAGEMENT, LLC",FINANCE,REAL ESTATE
2011,MMDM,NASDAQ,MODERN MEDIA ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
2012,MMDMR,NASDAQ,MODERN MEDIA ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
2013,MMDMU,NASDAQ,MODERN MEDIA ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
2014,MMDMW,NASDAQ,MODERN MEDIA ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
2015,MOGO,NASDAQ,MOGO FINANCE TECHNOLOGY INC.,FINANCE,FINANCE: CONSUMER SERVICES
2030,MORN,NASDAQ,"MORNINGSTAR, INC.",FINANCE,INVESTMENT MANAGERS
2039,MSBF,NASDAQ,MSB FINANCIAL CORP.,FINANCE,SAVINGS INSTITUTIONS
2040,MTEC,NASDAQ,MTECH ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
2041,MTECU,NASDAQ,MTECH ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
2042,MTECW,NASDAQ,MTECH ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
2046,MUDS,NASDAQ,MUDRICK CAPITAL ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
2047,MUDSU,NASDAQ,MUDRICK CAPITAL ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
2048,MUDSW,NASDAQ,MUDRICK CAPITAL ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
2051,MFSF,NASDAQ,MUTUALFIRST FINANCIAL INC.,FINANCE,MAJOR BANKS
2052,MVBF,NASDAQ,MVB FINANCIAL CORP.,FINANCE,MAJOR BANKS
2070,NDAQ,NASDAQ,"NASDAQ, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
2074,NKSH,NASDAQ,"NATIONAL BANKSHARES, INC.",FINANCE,MAJOR BANKS
2077,NCOM,NASDAQ,NATIONAL COMMERCE CORPORATION,FINANCE,MAJOR BANKS
2080,NGHC,NASDAQ,NATIONAL GENERAL HOLDINGS CORP,FINANCE,PROPERTY-CASUALTY INSURERS
2081,NGHCN,NASDAQ,NATIONAL GENERAL HOLDINGS CORP,FINANCE,PROPERTY-CASUALTY INSURERS
2082,NGHCO,NASDAQ,NATIONAL GENERAL HOLDINGS CORP,FINANCE,PROPERTY-CASUALTY INSURERS
2083,NGHCP,NASDAQ,NATIONAL GENERAL HOLDINGS CORP,FINANCE,PROPERTY-CASUALTY INSURERS
2084,NGHCZ,NASDAQ,NATIONAL GENERAL HOLDINGS CORP,FINANCE,PROPERTY-CASUALTY INSURERS
2085,NHLD,NASDAQ,NATIONAL HOLDINGS CORPORATION,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
2086,NHLDW,NASDAQ,NATIONAL HOLDINGS CORPORATION,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
2089,NSEC,NASDAQ,"NATIONAL SECURITY GROUP, INC.",FINANCE,LIFE INSURANCE
2091,NWLI,NASDAQ,"NATIONAL WESTERN LIFE GROUP, INC.",FINANCE,LIFE INSURANCE
2096,JSM,NASDAQ,NAVIENT CORPORATION,FINANCE,FINANCE: CONSUMER SERVICES
2097,NAVI,NASDAQ,NAVIENT CORPORATION,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
2098,NBTB,NASDAQ,NBT BANCORP INC.,FINANCE,MAJOR BANKS
2100,NEBU,NASDAQ,NEBULA ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
2101,NEBUU,NASDAQ,NEBULA ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
2102,NEBUW,NASDAQ,NEBULA ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
2111,UEPS,NASDAQ,"NET 1 UEPS TECHNOLOGIES, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
2129,NYMTP,NASDAQ,"NEW YORK MORTGAGE TRUST, INC.",FINANCE,FINANCE: CONSUMER SERVICES
2132,NMRK,NASDAQ,"NEWMARK GROUP, INC.",FINANCE,REAL ESTATE
2144,NODK,NASDAQ,"NI HOLDINGS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
2147,NICK,NASDAQ,"NICHOLAS FINANCIAL, INC.",FINANCE,FINANCE COMPANIES
2148,NCBS,NASDAQ,NICOLET BANKSHARES INC.,FINANCE,MAJOR BANKS
2152,NMIH,NASDAQ,NMI HOLDINGS INC,FINANCE,PROPERTY-CASUALTY INSURERS
2157,NBN,NASDAQ,NORTHEAST BANCORP,FINANCE,MAJOR BANKS
2159,NTRS,NASDAQ,NORTHERN TRUST CORPORATION,FINANCE,MAJOR BANKS
2160,NTRSP,NASDAQ,NORTHERN TRUST CORPORATION,FINANCE,MAJOR BANKS
2161,NFBK,NASDAQ,"NORTHFIELD BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
2162,NRIM,NASDAQ,NORTHRIM BANCORP INC,FINANCE,SAVINGS INSTITUTIONS
2163,NWBI,NASDAQ,"NORTHWEST BANCSHARES, INC.",FINANCE,MAJOR BANKS
2165,NWFL,NASDAQ,NORWOOD FINANCIAL CORP.,FINANCE,MAJOR BANKS
2191,OVLY,NASDAQ,OAK VALLEY BANCORP (CA),FINANCE,MAJOR BANKS
2201,OCFC,NASDAQ,OCEANFIRST FINANCIAL CORP.,FINANCE,SAVINGS INSTITUTIONS
2203,OFED,NASDAQ,OCONEE FEDERAL FINANCIAL CORP.,FINANCE,SAVINGS INSTITUTIONS
2211,OVBC,NASDAQ,OHIO VALLEY BANC CORP.,FINANCE,MAJOR BANKS
2215,OLBK,NASDAQ,"OLD LINE BANCSHARES, INC.",FINANCE,MAJOR BANKS
2216,ONB,NASDAQ,OLD NATIONAL BANCORP,FINANCE,MAJOR BANKS
2217,OPOF,NASDAQ,OLD POINT FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
2218,OSBC,NASDAQ,"OLD SECOND BANCORP, INC.",FINANCE,MAJOR BANKS
2219,OSBCP,NASDAQ,"OLD SECOND BANCORP, INC.",FINANCE,MAJOR BANKS
2237,OPBK,NASDAQ,OP BANCORP,FINANCE,MAJOR BANKS
2239,OPES,NASDAQ,OPES ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
2240,OPESU,NASDAQ,OPES ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
2241,OPESW,NASDAQ,OPES ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
2247,OBAS,NASDAQ,OPTIBASE LTD.,FINANCE,REAL ESTATE
2249,OPHC,NASDAQ,"OPTIMUMBANK HOLDINGS, INC.",FINANCE,MAJOR BANKS
2262,ORIT,NASDAQ,ORITANI FINANCIAL CORP.,FINANCE,MAJOR BANKS
2263,ORRF,NASDAQ,ORRSTOWN FINANCIAL SERVICES INC,FINANCE,MAJOR BANKS
2267,OSPR,NASDAQ,OSPREY ENERGY ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
2268,OSPRU,NASDAQ,OSPREY ENERGY ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
2269,OSPRW,NASDAQ,OSPREY ENERGY ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
2273,OTTW,NASDAQ,"OTTAWA BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
2278,OXBR,NASDAQ,OXBRIDGE RE HOLDINGS LIMITED,FINANCE,PROPERTY-CASUALTY INSURERS
2279,OXBRW,NASDAQ,OXBRIDGE RE HOLDINGS LIMITED,FINANCE,PROPERTY-CASUALTY INSURERS
2292,PMBC,NASDAQ,PACIFIC MERCANTILE BANCORP,FINANCE,MAJOR BANKS
2293,PPBI,NASDAQ,PACIFIC PREMIER BANCORP INC,FINANCE,MAJOR BANKS
2295,PACW,NASDAQ,PACWEST BANCORP,FINANCE,MAJOR BANKS
2303,PKBK,NASDAQ,"PARKE BANCORP, INC.",FINANCE,MAJOR BANKS
2307,PBHC,NASDAQ,"PATHFINDER BANCORP, INC.",FINANCE,MAJOR BANKS
2309,PNBK,NASDAQ,PATRIOT NATIONAL BANCORP INC.,FINANCE,MAJOR BANKS
2319,PYDS,NASDAQ,"PAYMENT DATA SYSTEMS, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
2321,PBBI,NASDAQ,"PB BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
2324,PCSB,NASDAQ,PCSB FINANCIAL CORPORATION,FINANCE,BANKS
2329,PDLB,NASDAQ,PDL COMMUNITY BANCORP,FINANCE,SAVINGS INSTITUTIONS
2332,PGC,NASDAQ,PEAPACK-GLADSTONE FINANCIAL CORPORATION,FINANCE,COMMERCIAL BANKS
2338,PWOD,NASDAQ,"PENNS WOODS BANCORP, INC.",FINANCE,MAJOR BANKS
